id,body,owner_id
129922,"Error while processing statement: FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.MoveTask",305655
129978,Can we load un-structure data like PDF in our HIVE platform ? Can someone tell the steps for it ?,311861
129611,nan,316211
132120,"""Error while compiling statement: FAILED: SemanticException [Error 10297]: Attempt to do update or delete on table bharatidb.nytlcdatatable_orc that does not use an AcidOutputFormat or is not bucketed"" .",303228
130054,nan,311160
131549,Error while compiling statement: FAILED: SemanticException [Error 10297]: Attempt to do update or delete on table How to delete the rows in the table,300735
131570,nan,308434
130447,"Hello, can you please help how to resolve this error which says access denied to load the data?",310509
125493,Please let me know if we need to drop mobile number column before PCA as it may cause lot of variance. Please correct me if my understanding is wrong.,310210
125781,"Since SMOTE() improves the metrics considerably, can we use SMOTE()? TA, please advise.",304319
124702,"Can somebody confirm, if we can use imblearn package to tackle Class Imbalance situation in our Telecom Churn Assignment ?",302740
124712,nan,317073
124716,nan,315277
124717,Does 0 stand for the name of the service scheme?,301643
125512,Can anyone plz clarify this?,301114
122726,"Regarding output variable churn out column data Is this missing. I could not found it in the csv file telecom_churn_data.csv. What is the basic procedure to do. We needs do multiple models for this classification problem ? Logistic, SVM, DecisionTree,Random Forest after PCA appying ?",312019
124739,nan,303228
124759,"Hi Paras/TA, Do we need to consider X is more than or equal to 70 percentile or only more than 70 percentile. With more than 70 percentile records count is 29954 and with more than or equal to 70 percentile records count 30002. Which should be considered please advise.",316215
124090,Which are the colmns consider for Topup Recharge and Data Recharge in months of June and July?,319759
125808,nan,314197
125222,"The &lsquo;churn&rsquo; phase : &quot;After tagging churn as 1/0 based on this phase, you discard all data corresponding to this phase&quot; Please can someone elaborate this to get more clarity..",312518
125811,"'we have date_of_last_rech_6', 'date_of_last_rech_7', 'date_of_last_rech_8', what we can do with it or maybe should I drop it as it's not letting me to scale the data features.",311466
122941,I wanted to list only non zero % .Is there any way (100*df.isnull().sum()/df.shape[0]).sort_values(ascending=False) When i use it list like below. arpu_3g_9 74.077741 total_rech_data_9 74.077741 av_rech_amt_data_9 74.077741 count_rech_3g_9 74.077741 count_rech_2g_9 74.077741 ... aug_vbc_3g 0.000000 jul_vbc_3g 0.000000 vol_2g_mb_9 0.000000 vol_2g_mb_7 0.000000 total_og_mou_7 0.000000 vol_2g_mb_6 0.000000 But i want the complete list and not to show 0.000 Can some one help on this.,312019
125841,nan,318455
125846,nan,318772
125834,nan,300706
126872,"for example If the root node has fbuser, and the next level has arpu_7, how do we get this information",311857
125499,"TA&#39;s, I know this might seem to be a repeat question but I am still asking because I havent seen a clear answer on this. In other questions of DF, TA suggested that to handle class imbalance, we do the following: For LOgistic Regression &gt;&gt; LogisticRegression(class_weight=&#39;balanced&#39;) Random Forest &gt;&gt; RandomForestClassifier(class_weight={0:0.1, 1: 0.9}) However, with this approach we are getting very low values of Sensitivity or Recall which is the parameter for model selection. Instead if we do an Over-sampling the minority class, by creating synthetic (not duplicate) samples of the minority class and hence making the minority class equal to the majority class, the parameter values are significantly improved. Please confirm if we can use this Over-sampling(or Under-sampling) procedure of handling class imbalance. If not, please let me know the reason why. TA&#39;s please help.",310511
125860,"As mentioned in various answer on discussion forum for handling class imbalance, we can use oversampling / under-sampling or any other technique to handle imbalance data. My question is when to perform this before train-test split or after train-test split. Or any other place ? TA's can help. Please share the reason also apart from the answer.",317991
125871,Since we are predicting the important dependant feature should such related columns be clubbed into one before proceeding with PCA?,301114
125872,nan,310009
125873,nan,310009
125874,nan,310009
125418,nan,318696
127035,Please share your views in the comment section.,322691
126118,"How to extract important features from the the high value custormer, Lasso + Random Forest Or RFE + Logistic (too lengthy) Is there any other approach? Need suggestions on this please.",306243
125495,Please let me know if we need to drop mobile number column before PCA as it may cause lot of variance. Please correct me if my understanding is wrong.,310210
125915,nan,318579
125777,"I have scaled the data before PCA, should I scale the data again after PCA and before modelling?",310009
125813,nan,314197
123194,"The definition of high value customers is defined as &quot;Those who have recharged with an amount more than or equal to X, where X is the 70th percentile of the average recharge amount in the first two months (the good phase).&quot; So, we have total_rech_amt_6 and total_rech_amt_7. Finding the average of these two and taking 70%ile results in 29.9k rows as mentioned in the problem statement. total_rech_data has more than 75% missing values and I dont think is relevant from modelling perspective. If we include that to find the average and take 70%ile from that, the resultant dataframe contains only 5500 odd rows. So, kindly request you to validate and confirm, if it is ok to just take total_rech_amt_6 and 7.",318084
124174,nan,318804
125671,We are getting Logistic regression as predective power of 100% after the PCA?Is that has any meaning or taking the recall or confusion matrix help,307843
126003,"Apart Logistic Regression an Tree models, do we need to do SVM too?",311254
126344,as per problem statement for the assignment we are required to do PCA and then a model to predict. lets say we do PCA + LR When we perform PCA .. we split into Train and test (80/20) then we need to use the PCs as input into train/test for LR. Can we just use the training set from PCA (Which has been transformed) and input that into LR and then split that into train and test for LR? Other option would be to also transform the test DF for PCA. Then concat PCA Train and PCA test (lets call that PCA DF). Then split PCA DF into train and test for LR .. We would prefer option 1 as we would still have 80% of the high value customers and then we can again do a 80/20 split of this for LR.,300694
125287,nan,300687
125289,nan,311254
125291,"SMOTE treatment improves the precison/Recall and AUC ROC score drastically. However by using For LOgistic Regression &gt;&gt; LogisticRegression(class_weight=&#39;balanced&#39;) Random Forest &gt;&gt; RandomForestClassifier(class_weight={0:0.1, 1: 0.9}) the metrics remain quite poor. Please suggest.",304319
125206,Should we evaluate our model on the average recall/Precision or on Recall/Precision of positive class as we are more interested in Churners? I request the TAs not to give one line answer but also to explain the answer?,304319
125303,My doubt is regrading the filtering of high value customers. Should high value customers be filtered before data cleaning and EDA and the data cleaning and EDA to be performed only on filtered data ? or Should Data cleaning and EDA be performed on the entire dataset and then be filtered for high value customers ?,313691
124316,1. Is av_rech_amt_data_6 means total amount recharge for the data in that month divided by the no of recharge in that month? 2. is av_rech_amt_data_6 means total amount recharge for the data in that month?,318585
125319,nan,317845
124215,"Need guidance on handling the Date attributes for modeling and also how to manage the blank values for it? Dont think handling date fields was covered during any of the sessions or previous videos, hence need some guidance. is there a standard approach or recommendation for it?",316036
126008,getting the output as this? precision recall f1-score support 1 1.00 1.00 1.00 738 avg / total 1.00 1.00 1.00 738,301114
121405,"As per the given statement in the problem ""X is the 70th percentile of the average recharge amount in the first two months (the good phase)."" Can someone please explain this? Do we have to sum total_rech_amt_6 and total_rech_amt_7 and divide it by 2 to arrive at average recharge amount of the first 2 months?",306248
126010,nan,308638
126105,"After PCA, we are using SVM kernel to try and predict (we are using class_weight={0:0.1, 1: 0.9}). However due to the huge imbalance we are getting either very high sensitivity, almost 1.0 (if we choose scoring = recall) or low sensitivity, almost = 0 (if we use a differenct scoring metric). We ofcourse want a high sensitivity, but not at the cost of having specificity = 0. Considerring the churn rate is arnd 9% it seems the model is either just always predicting 1 or 0, depending on the scoring parameter. How do we change the threshold so that we can overcome this issue? Is there something else we are missing in our approach? For SVM, class weight parameter is having minimal benefit and choosing scoring= recall is giving horrible result. So looks like I will have to change approach to SMOTE and perhaps accuracy scoring.",300694
125004,Are the date related columns significant? Do we need them for analysis?,310974
125020,Which technique are you using for handling class imbalance ? As nothing regarding this was taught in any of the modules. TA please answer,305650
125014,"Need help in imputing null values in multiple column in Highvalue customers dataframe? Do we have to impute with the mean or impute with ""0"" in null values in columns? what is the logic behined it? Any suggestions",306243
125021,"As per case study, we need to do PCA and then use it further for classification model. Can someone help me to understand how can we choose top weighed variable from PCA ? If we draw graph of 1st principle component against 2nd, due to large number of column it's very clumsy..how to proceed?",320103
123329,"what is interpretation of these fields total_recharge_number(total_rech_num), max_recharge_amount(max_rech_amt) and max_recharge_data (max_rech_data) ? Does Average revenue per user for Jun mean average revenue over last x months and total_rech_amt_6 mean actual reachargable amount spend for the specific Jun month? Please clarify",317514
124411,1. How to find the average reacharge done by the customer? Is it avg = (total_rech_amt_6 + total_rech_amt_7).sum()/len(raw_data) If this is correct. What does it meant by 70 percentile of this value? is it 0.70*avg ?,311741
125546,"While building the logistic regression model using RFE, we are getting really low accuracy (about 52%). The other metrics are also bad (sensitivity = 0, specificity = 1). Similar situation occuring with default hyperparameters of random forest (only 47% accuracy). We have used PCA to get the top 25 components and also to make predictions. But since interpreting features using PCA is difficult, RFE has been used. Any solution to the low accuracy?? Is there anything missing that needs to be done??",310505
124425,Isn't total total_rech_amt inclusive of data and voice or not ?,311466
125053,"circle_id and the columns which are not showing variance could be removed , TA please confirm ?",311386
126217,"Are we required to do outlier detection and treatment ? If we do so, we may end losing high end value cutomers. Any suggestions?",311218
124154,"As per problem statement, high value customers are those who have recharged with an amount more than or equal to X, where X is the 70th percentile of the average recharge amount in the first two months. As per TA&#39;s explanation for some other question: calculate average recharge done by customer in June and July (Topup Recharge + Data Recharge ) and look at the 70th percentile recharge amount Regarding this, I have the following 2 queries: 1. I followed the below process: total_rech_6 = topup_6 + data_6 total_rech_7 = topup_7 + data_7 avg_rec_for_2 _months = (total_rec_6 + total_rec_7)/2 X = 70%ile of avg_rec_for_2 _months Let me know if I am on the right track. Also, as per this process, after the filtering, I am left with 30001 rows instead of 29.9 as per problem statement(101 more). 2. There is a huge percentage(~75%) of null value in some of the columns involved above in the calculations. Do I impute them with 0 and then do the calculations? TAs, please answer.",310511
126050,nan,305847
125127,as per the link https://learn.upgrad.com/v/course/208/question/124702 TA was suggesting to work on the orginal churn but the data set clearly shows that there exists some class imbalance and also the same has been mentioned in the problem statment. Request the TA's to please reverify/confirm on the same?,312259
126052,,305847
125142,Is this considered a fair Practice for modeling purpose? or we should use Class-weight Parameter in Logistic/RandomForest only?,317984
124433,"Explanation given for High value customers not clear. Didnt hear back regarding the followup questions also. So posting the same question again. TA confirmed answer: 1. calculate the total data recharge amount for June and July 2. calculate total recharge amount for June and July 3. calculate average recharge done by customer in June and July 4. Calculate the 70th percentile recharge amount Doubts: 1. In point no 2 above, by total recharge amount, do you mean total call recharge ONLY or total call recharge + total data recharge ? 2. Which are the columns to be considered for call recharge and data recharge? 3. In no 3 above, by average recharge done by customer in June and July, do you mean we have to find 2 averages separately for 2 months, or one average together for both? TAs, appreciate the help in advance.",310511
126055,I have done PCA to identify my principle components. The PCA data is not a dataframe. I have then run a log regression on this PCA dataset. How do i now get the predicted churn value?,312096
125148,nan,302750
126280,"## getting predicted values # Getting the predicted values on the train set y_train_pred = model_pca2.predict(df_train_pca2) y_train_pred[:10] array([0., 1., 0., 0., 0., 0., 0., 0., 0., 0.])",300687
125724,Pls help to handle the missing date value date_of_last_rech_9 date_of_last_rech_8 date_of_last_rech_7 last_date_of_month_9 date_of_last_rech_6 last_date_of_month_8 last_date_of_month_7,312019
126066,nan,314197
126065,"As mentoned in the problem statement: ""Now tag the churned customers (churn=1, else 0) based on the fourth month as follows: Those who have not made any calls (either incoming or outgoing) AND have not used mobile internet even once in the churn phase."" Does it mean ( total_ic_mou_9 == 0 | total_og_mou_9 == 0) &amp; ( vol_2g_mb_9 == 0 &amp; vol_3g_mb_9 == 0) leads to churn. ? Or any other condition to follow. Since it is the starting point of all model building confirmation is needed from TA. Is my understanding right ?",317991
124576,"total recharge data and total recharge number, what do they mean? Should we multiple these numbers with their respective amount columns?",316255
124477,in the problem statement it is mentioned that it is crucial to identify the high risk customers in the action phase. So does it mean that we only have to use the 3d month for prediction/modelling purposes and ignore the 1st 2 months completely? OR are we supposed to model based on first 3 months?,310509
124588,"I have performed the steps as per TA instructions. Still get data set as 30019, 220. I have tried removing the columns with 0 values in it and replaced the NaN values with 0 as well. Let me know if I am doing something wrong. Guide me.",314048
124594,"In what units is VBC measured. The dictionary mentions: Volume based cost - when no specific scheme is not purchased and paid as per usage So, I am assuming it in monetary units? If so, shouldn't this also be considered when calculating high value customer?",318438
124631,nan,312448
125196,Can we delete negative values in Revenue columns?,301643
123645,Does the dataset contain only prepaid customers? Or is there a variable/set of variables to distinguish between prepaid and postpaid customers?,305653
125759,nan,308638
126337,is tuning is required to do in telecom churn case study? if not why?and why we normally peforme tunning?,320606
124647,"After performing initial filtering based on recharge attributes, I am getting the count of high value customers as 30k rows. Is this a suitable number to proceed ahead ? PS: It would be really great if any TA puts light on this!",301655
125763,"Since we need to focus on the Churn customers, should we use the value &#39;Recall&#39; instead of &#39;accuracy&#39; for the scoring parameter in GridsearchCV? Or any other value?",304319
125766,"As the condition mentioned might yield 30k based on null value treatment and filtering, I wanted clarification of this aspect. The term &#39;about&#39; is ambiguous without range.",308637
140089,I feel the revolver interest which in the video was not correct. in the video it has been said tif we have not paid the complete statement balance or paid only minimum due or ony minimum due. the interest will be calculated from the date of the transaction. i feel the above one was not correct. the interest would be calcualted from the due date to till the statement balance is paid in full. and this interst will be reflect in the next month statment. and the interest will be reflected in 2 statements as teh date of pay will be ocurring in 2 billing cycles.,320606
140589,1) 400 x [(1+(.18/12))] = Rs 406 2) 6 x [(1+(.18/12))^2 - 1] = Rs 6.18.,310179
140091,"6 x [(1+(.18/12))^2 - 1] = Rs 6.18 i don&#39;t understand this my understandis 6*(0.18/12) = 0.09 total suplus amount is = 6.09 please make me understand, thank you",320606
140133,nan,317996
140153,nan,325779
142216,nan,304692
139482,nan,314511
138495,Upgrad has added Module1 for Introduction to e-commerce. Its of couple of hours. Is this is the only one for this week until 15th july ? Or some other modules will be added. Or i am missing something. pls clarify,312019
138416,nan,308962
138585,Is the introduction to e-commerce module just 1-hour module? Please confirm it or some other sessions or modules will be added? Do we have to start with the capstone project after this?,311466
139110,Got a mail that Module 2 of Domain elective to be completed by 22nd July. But it is not visible yet. Am I the only one facing this issue? Elective is E-commerce.,311686
140856,,316349
119208,nan,313826
118738,"In order to find out the classification boundary for deciding which kernel to use, can we perform PCA on the feature-set and use the first two components?",317984
120557,nan,310629
119544,nan,300988
120010,"I understand the solution works. But how does it arrive at the solution? Does it check for A and not A then B and not B till it reaches Z? worst case scenario, for each letter the model will run 24 times to arrive at a decision. Is this understanding true? if so, is it even a correct choice to use SVM for multi-class problem?",305839
119290,"best value from using GridsearchCv is C=1000 and gamma=0.01 ? but solution says &quot;It is changed from 92% to 94% at the value of hyperparameters i.e. c= 2 &amp; Sigma = &#39;0.05&#39;&quot; . Can someone clarify the question , please ?",316211
119600,"# creating a KFold object with 5 splits folds = KFold(n_splits = 5, shuffle = True, random_state = 101) # specify range of hyperparameters # Set the parameters by cross-validation hyper_params = [ {'gamma': [1e-2, 1e-3, 1e-4], 'C': [1, 10, 100, 1000]}] # specify model model = SVC(kernel=""rbf"") # set up GridSearchCV() model_cv = GridSearchCV(estimator = model, param_grid = hyper_params, scoring= 'accuracy', cv = folds, verbose = 1, return_train_score=True) # fit the model model_cv.fit(X_train, y_train)",306736
119326,Getting the below plot when i fit the model and Run CV results plot. what could i be doing wrong?,316036
119333,In a dataset where there are multiple features how can i ascertain if the relationship is a linear or a non relation to decide on the conversion,310629
119305,Can somple give a simplified view on the difference between Tuning parameter C (Cost function) and Gamma ?,316036
119057,"I am bit confused of cv arguments passing sometimes cv=folds with forumulat sometines c=n_fold (n_fold 5) What for these and how to decide folds = KFold(n_splits = 5, shuffle = True, random_state = 4) model_cv = GridSearchCV(estimator = model, param_grid = params, scoring= 'accuracy', cv = folds, verbose = 1, return_train_score=True) n_folds, =1 model_cv = GridSearchCV(estimator = model, param_grid = params, scoring= 'accuracy', cv = n_folds, verbose = 1, return_train_score=True)",312019
119292,nan,316211
119323,nan,308673
119052,"I am getting the below error while running the code ValueError: &#39;c&#39; argument has 2 elements, which is not acceptable for use with &#39;x&#39; with size 200, &#39;y&#39; with size 200. Please help",307494
118662,How can one decide if dataset has linear classification or non-linear classification while deciding SVM classification method - SVC or Kernels?,318458
120276,nan,305656
120682,nan,301644
119643,nan,320687
119360,nan,308495
119361,nan,308495
118910,nan,308673
118551,"question 3/3 does not sync with the corresponding diagram. In the diagram class 1 is red and class2 is blue. which means equation-wise class 1 will be &lt;0 and class2 will be &gt;0 Now per the question, Y label is 1 and -1 for classes 1 and 2 respectively. This implies (W1X1 -X2 +W0)*Y will be negative for any point not on the line.",311857
118852,"Let&#39;s say that a straight line, L, as shown in the plot below, is given by x2=w1x1+w0, and divides the points belonging to two classes, C1 and C2, in a 2D space. If the points (a,b) and (p,q) belong to C1 and C2 respectively, then How is (b&minus;w1a&minus;w0)&lowast;(q&minus;w1p&minus;w0)&lt;0 true?",320687
119022,What&#39;s the formula to calculate the margin of closest point to hyperplane?,315423
118808,Why should the summation of coefficients square be equal to one?,306726
121042,,318319
118663,nan,300733
119096,"Hi, Given 10 points in a 2-dimensional space, how can we identify the coefficients of the separating line manually? Can anyone provide step-by-step calculations?",318438
118717,"Can anyone elaborate further and explain the below answer: Questions:1/2 Hyperplane Let&#39;s say that a straight line, L, as shown in the plot below, is given by x2=w1x1+w0, and divides the points belonging to two classes, C1 and C2, in a 2D space. If the points (a,b) and (p,q) belong to C1 and C2 respectively, then: ​(b&minus;w1a&minus;w0)&lowast;(q&minus;w1p&minus;w0)&gt;0​ ​(b&minus;w1a&minus;w0)&lowast;(q&minus;w1p&minus;w0)&lt;0​ Feedback : Since the two points belong to different classes, the terms (b&minus;w1a&minus;w0)​ ​and (q&minus;w1p&minus;w0)will have different signs for instance, if you observe the red points which lies below the line(hyperplane), give the negative value of expression x2&minus;w1x1&minus;w0. On the other hand, blue points which lies above the line(hyperplane), give the positive value of same expression x2&minus;w1x1&minus;w0. Thus, if you multiply both the expression&#39;s value, you will get a negative value. Correct!",300687
119239,Can someone please give an example of how the summation for squared coefficients becomes 1,320690
118897,"In the practice questions - question no. 3 - The Y labels for classes 1 and 2 are 1 and -1 respectively. If the optimal separating hyperplane is represented byX2=W1&lowast;X1+W0, then the classification rule to classify a general point (p, q) is given by: has given the feedback as - if any point lies below the line, the value of Y will be -1 and the value of expression is less than zero and the product is positive. But the product should have been negative. Is the feedback provided for question is an error or the feedback is right? The equation of the hyperplane is given as ​W1X1&minus;X2+W0=0​ . If any new point lies below the line, the value of Y will be -1, and the value of the expression ​W1X1&minus;X2+W0​ is less than zero; this means the product will be positive . Similarly, if the point lies above the line, the value of Y will be +1, and the expression W1X1 - X2 + W0 is greater than zero. Thus, the product is positive . Also, in the case of the point on the line, the value of the expression ​W1X1&minus;X2+W0​ is equal to zero. Thus, the expression ​ ( W1 . p&minus;q+W0) . Y​ gives a positive value or zero.",316399
120879,"I am running the SVM code on kaggle, with k fold =3 for the hyperparameter tuning, still the execution is not cmpleting. I restarted the session few times still no use. Any best practices?",301644
118893,nan,311952
138141,nan,311466
119495,nan,318335
119077,nan,308673
119383,It is mentioned that slack variable takes value from 0 to infinity. Where does it attain the value infinity (in graph),316147
118978,How we come to know the first row corresponds to Ham and the second row corresponds to Spam,318372
118278,"&#39;if you increase the value of epsilon( &epsilon; ) from 0 to 1 the right side i.e M(1&minus;ei) of the equation liX(Wi.Yi)&gt;M(1&minus;ei) will be always positive or equal to zero. It means that the data point is correctly classified by the given hyperplane. But if the value of epsilon( &epsilon; ) is greater than 1, that means M(1&minus;ei) has a negative value, in which case the data point falls on the wrong side of the hyperplane.&#39; Hw does this concludes E&gt;1 ia valid for B as there are no misClassificatications in B according to Graph.",317984
119492,Can the solution of the diabetes coding problem be shared as well?,310509
118280,nan,317984
118855,nan,311404
118857,"Not sure how outliers can effecet SVC, as SVC depend of closest point to hyperplane. Kindly explain.",311404
119494,"While it is mentioned that SVM is relatively immune to outliers, however it can impact the classifier as was demonstrated in the video on cost. Hence, should outlier treatment be done for SVM models?",310509
118719,The image shows an error in the code of the SVM implementation. Any change in the syntax required?,310505
119176,nan,310508
119470,nan,313526
119069,All column values except Diabetes and id are float,311857
118871,"Coding question writing the predictions into csv file When we have below line exection in the live d = pd.DataFrame({'id': diabetes_test['id'], 'Diabetes_Predicted': predictions}) d.head() It writes the data first column as prediction and second as id ,but same thing we i execute in jupyter note book, it writes proper first column has id and second has predictions. confused how the live execution working differently. Any one please clarify this",312019
119606,"As we saw in the session of soft margin classifier, we choose the value of C to be low, moderate or high based upon the following: Keeping the value high would lead to high bias &amp; low variance Keeping it low would lead to low bias &amp; high variance. Thus, we should go for a moderate value. So, can we say that C is a hyperparameter which we&#39;re using to regularize our model? Happy Coding!",318355
119119,nan,310629
141333,Getting Following Error while calculating RMSE in the example shared.,315423
140328,"U1 = (5, 0, 3, 0, 2, 0, 0, 2, 0, 0) U2 = (3, 0, 2, 0, 1, 1, 0, 1, 0, 1) The cosine similarity = cos(U1, U2) = (U1 &sdot; U2) / ||U1|| ||U2||, In this problem how ||U1|| is 42^0.5? Couldn&#39;t understand . It should be sqrt(42) I believe.",311404
140341,nan,311466
140435,"As per screen shot, when I run print(scaler.fit(X)) , the code throws error.",318770
139491,regarding dataset ratings.csv from movielense many files are there. which zip file we have to take when i took zip file of 190 mb. it has ratings.csv file of size 520 mb while doing pivot it gives error says ValueError: negative dimensions are not allowed Let me know which file to use,312019
140377,I am using ratings_small.csv When pivoting my index values are getting reset to integers instead of UserID&#39;s. I have tried other portals but could not find the reason.,317984
141435,nan,311254
140451,,318335
140138,"We are calculating mean as per axis =1 and ignoring NaN. but the resultant array has a length equal to the number of rows i.e row-wise calculation of the mean I think. Also, why are we subtracting Correlation Matrix from 1",317984
140380,i am using ratings small.csv while pivoting my index values are getting resetted to integers instead of UserID. I have tried other portals but could not find the reason.,317984
141027,"In the recommender system example, it is shown that both train and test data sets have same set of userIds. How is this possible after doing train_test_split on the original data set with 70:30 ratio?",310974
140332,"In use cases such as movie recommendation systems, how are null values treated? As seen in the example, the users might not have seen the movie. Especially, if the system is on a very new website, this matrix will be sparse. Hence, I want to ask two questions in this regard: 1. How is the system built when the website/service is relatively new? Is there a preference for differnet recommendation systems based on maturity of the platform. 2. How are null values treated? should we impute with predictions? (Edit: I've seen the issues session after posting this question. However, I really want to know how these challenges are dealt with in detail.)",308637
141453,the link provided is this - https://grouplens.org/datasets/movielens/ I can't find the one used in the jupyter notebook,314536
140249,nan,300733
141180,Facing error with the pivot table with the big dataset. IndexError: index 1206342321 is out of bounds for axis 0 with size 1206323624,308962
140725,"How can we subtract two matrices with unequal dimensions here ? The mean along axis gives a column vector with (610,) rows and we have movies_features transposed to get (8536,610) matrix. How is the subtraction happening ?",315028
140704,I&#39;m facing the following error in the Python code of pivot table for recommendation systems. Any solution to this out of bounds exception error?,310505
140970,nan,311466
141654,nan,316432
140058,"in the Introduction for recommendation systems, it says we would implement one in R. i assume its a Typo and it should ideally be Python?",316036
141449,In the section on ' Recommendation System in Python - I' the second video shows how dummy test and dummy train works. According to what is being taught 'dummy_test' is the opposite of 'dummy_train' in terms of 0's and 1's. But in the lecture it is not reflecting the same. What does that imply? I am confused as to why it is not reflecting the same over there.,314536
141975,I understand that it is important to normalize the ratings given by each user because each user may have different tendencies but what is the point of normalizing ratings of movies against their mean??,319357
109235,"In this question. they say specifically say don't need to clean the data and do scaling. But when i do scaling, it fails as there are string characters in numeric variables like * in score denoting not out. How do i perform scale transform without cleaning the data ? Please advise.",310501
109327,nan,310629
109368,nan,310611
109237,https://towardsdatascience.com/k-means-clustering-algorithm-applications-evaluation-methods-and-drawbacks-aa03e644b48a,301114
110006,nan,317418
109145,nan,310179
109420,nan,318802
109152,Why are we calculating Z here ?,310179
109449,nan,305804
108878,nan,305847
108490,"Suppose, I have mentioned K = 2 and no data points are assigned to cluster# 2, What should I do here ? Do I keep iterate the initial points again to make 2 clusters ? or shall I leave the second cluster and consider only 1 cluster ? In my opinion, we should leave the second cluster.",312479
109512,"In the first session of the Clustering module, Ujjyaini tells us about intra-segment homogeneity and inter-segment heterogeneity. Here, she explained that, ideally, the data points within a cluster should be tightly bound which is called as intra-segment homogeneity. The data points of different clusters should show very different properties to each other which is called as inter-segment heterogeneity. Now, in the second module, we have an open text question for which we are told to go through some additional reading. Here, I came across the following: Here, it is being said that the within-cluster distance should be maximum and between-cluster distance should be minimum. Which sort of contradicts what we studied earlier as I have mentioned above. In my opinion the earlier understanding makes sense. Attaching the link here: Link Please help me understand if my understanding is incorrect and these are two different things and what I am looking at is not related with each other. If not, then which one is correct.",315471
108587,"Although professor explained what Xi, k, &mu; i are, I am confused what they actually denote. Could anyone explain me in short what these terms are?",312756
109586,Is the cluster center picked from available data points.. or it can be any poin near other data points?,301641
109596,nan,320687
108641,nan,318846
108817,How to proceed with the initial step and also what is this Eucleadean center ? Wil it be the new center for the new cluster. Th way this topic is explain seems to be very confusing.,310179
108822,"While explaing the process K-map algorithm , prof. expalined the sigma for Xi points to (MU)i points, why do prof does not take in consideration Y points?",318427
108973,"Do we need to copy the data column C and D to column S and T , i am not able to understand , how to calculate the values in the excel sheet ?",318814
108669,"For k-means clustering, is there a limit for Number of iterations?",310508
109144,When should we stop clustering the data?,310179
108825,Attached is a screenshot - and also the formula for calculating distance.,312376
109124,If the link for SVM (Support Vector Machine is not working) Kindly use below link : http://citeseer.ist.psu.edu/viewdoc/summary?doi=10.1.1.117.3731 And use this link to download it as pdf: http://luthuli.cs.uiuc.edu/~daf/courses/Optimization/Papers/SVM.pdf,318372
109600,"For k-mean clustering, say we are trying to create two clusters. (say there are two clusters as explained by Professor) During first &#39;assignment step&#39; in first iteration, if every point comes into first cluster and no points comes into second cluster, should we choose a different set of points or will optimization step be able to handle it?",320074
108837,Why is cost function is chosen to be sum of squared errors ? Is this the best cost-function that can be used for k-means alogirthm?,306736
109386,nan,303228
108431,"Both of these techniques sound similar, what are the differences between the two?",318078
109611,"I wanted to install kmodes. pip install kmodes via jypyter terminal when i did jupyter note book-&gt;New-&gt;Termnal is post as [CLOSED] message in terminal, i am not able enter above command to install. how to solve this. or any otherway i can install other libraries through anaconda .",312019
108808,"In the first step of Clustering Activity File - How does the center point X and Y have been chosen. If it is chosen randomly (as per the assignment step ) there are two sets of center points chosen. One set is 10.0 and 8.0 and the second set of 18.6 and 6.0. Also, those center data points are not of part of any of &#39;n&#39; data points listed. Can we take any two sets of data points randomly for the initial and subsequent assignments?",311115
108839,nan,310629
115642,nan,301646
115643,nan,301646
115645,nan,318019
109096,"Ok as the Professor described after choosing the 2nd cluster center we again compute the distance of each data point from the cluster centers, so is it that we compute distances of each data point with respect to both the data centers chosen thus far? Because the algorithm hasnt reached the assignment step as if now? Please help.",300734
108925,nan,308673
109687,nan,314629
109009,nan,314313
109147,The concept is explained in the below link but yet not clear.. Did anyone got the clear understanding of it? https://www.datanovia.com/en/lessons/determining-the-optimal-number-of-clusters-3-must-know-methods/,310179
110015,Also when to use it?,318448
108452,Not clear as to how to Input the distances of each point from both the centres in Dist_C1 and Dist_C2 columns. Are we suppose to mention the co-ordinates or the distance from the center ?,306011
113975,(i) is there a way where the K-mean can remain constant for each iteration (ii) With K mean changing with each iteration there could be different clusters formed each time. How do we assess which cluster combinition is better option.,310629
108650,,308635
110080,Elaborate this more please,311466
109153,nan,310179
111989,I created Data Frame having 5 PCA and one feature column. How to perform clustering on this. Do i need to do a transpose on this,300735
114777,"If we have given n fatures, is there a way to calculate total number of possible clusters?",301649
115647,nan,301646
108570,how can one explain the difference between EDA and Clustering? in both cases we are trying to look at data to find patterns...how are they diffterent?,310509
108369,nan,313228
108561,nan,308673
108580,Can please someone explain the explain problem in first session and steps on how to solve it?,301649
108903,nan,311466
108911,http://www.improvedoutcomes.com/docs/WebSiteDocs/Clustering/Clustering_Parameters/Distance_Metrics_Overview.htm,317982
113271,What is the difference in the implementation of the two? When do we use normalization and when to prefer other techniques? It would be great if someone can demonstrate with code examples.,317987
109378,nan,314678
110086,nan,318440
109474,nan,304697
109542,"&quot;You will be able to see the number of natural clusters from the dendrogram itself. If you want, you can change the scale as well. Which group of parameters give you the best result &quot; Can someone tell How do we compare the result? Question is unclear to me",315028
109388,"How can we create Dendogram if excel file is given? Is there any python code? if not, how to create manually?",320103
109148,The first video gets stuck at 2 mins 52 secs and doesnt proceed further. I request the technical team to please get this fixed as soon as possible.,318084
